"Track Title","Track Length","Artist","Album","Genre"
This Velvet Glove,3:45,Red Hot Chili Peppers,Californication,Alternative
Savior,4:52,Red Hot Chili Peppers,Californication,Alternative
Purple Stain,4:13,Red Hot Chili Peppers,Californication,Alternative
Right On Time,1:52,Red Hot Chili Peppers,Californication,Alternative
Road Trippin',3:26,Red Hot Chili Peppers,Californication,Alternative
The Getaway,4:10,Red Hot Chili Peppers,The Getaway,Alternative
Dark Necessities,5:02,Red Hot Chili Peppers,The Getaway,Alternative
We Turn Red,3:20,Red Hot Chili Peppers,The Getaway,Alternative
The Longest Wave,3:32,Red Hot Chili Peppers,The Getaway,Alternative
Goodbye Angels,4:29,Red Hot Chili Peppers,The Getaway,Alternative
Sick Love,3:41,Red Hot Chili Peppers,The Getaway,Alternative
Go Robot,4:24,Red Hot Chili Peppers,The Getaway,Alternative
Feasting on the Flowers,3:23,Red Hot Chili Peppers,The Getaway,Alternative
Detroit,3:47,Red Hot Chili Peppers,The Getaway,Alternative
This Ticonderoga,3:35,Red Hot Chili Peppers,The Getaway,Alternative
Encore,4:15,Red Hot Chili Peppers,The Getaway,Alternative
The Hunter,4:00,Red Hot Chili Peppers,The Getaway,Alternative
Dreams of a Samurai,6:09,Red Hot Chili Peppers,The Getaway,Alternative
Monarchy of Roses,4:12,Red Hot Chili Peppers,I'm With You,Alternative
Factory of Faith,4:20,Red Hot Chili Peppers,I'm With You,Alternative
Brendan's Death Song,5:38,Red Hot Chili Peppers,I'm With You,Alternative
Ethiopia,3:51,Red Hot Chili Peppers,I'm With You,Alternative
Annie Wants a Baby,3:41,Red Hot Chili Peppers,I'm With You,Alternative
Look Around,3:28,Red Hot Chili Peppers,I'm With You,Alternative
The Adventures of Rain Dance Maggie,4:42,Red Hot Chili Peppers,I'm With You,Alternative
Did I Let You Know,4:22,Red Hot Chili Peppers,I'm With You,Alternative
Goodbye Hooray,3:52,Red Hot Chili Peppers,I'm With You,Alternative
Happiness Loves Company,3:33,Red Hot Chili Peppers,I'm With You,Alternative
Police Station,5:36,Red Hot Chili Peppers,I'm With You,Alternative
Even You Brutus?,4:01,Red Hot Chili Peppers,I'm With You,Alternative
Meet Me At the Corner,4:21,Red Hot Chili Peppers,I'm With You,Alternative
"Dance, Dance, Dance",3:45,Red Hot Chili Peppers,I'm With You,Alternative
Higher Ground (Remaster 2003),3:22,Red Hot Chili Peppers,Mother's Milk,Alternative
Aeroplane,4:45,Red Hot Chili Peppers,One Hot Minute,Alternative
Dani California,4:42,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Snow (Hey Oh),5:35,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Charlie,4:38,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Stadium Arcadium,5:16,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Hump de Bump,3:33,Red Hot Chili Peppers,Stadium Arcadium,Alternative
She's Only 18,3:25,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Slow Cheetah,5:20,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Torture Me,3:45,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Strip My Mind,4:19,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Especially In Michigan,4:01,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Warlocks,3:26,Red Hot Chili Peppers,Stadium Arcadium,Alternative
C'mon Girl,3:49,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Wet Sand,5:10,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Hey,5:40,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Desecration Smile,5:02,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Tell Me Baby,4:08,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Hard To Concentrate,4:02,Red Hot Chili Peppers,Stadium Arcadium,Alternative
21st Century,4:22,Red Hot Chili Peppers,Stadium Arcadium,Alternative
She Looks To Me,4:06,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Readymade,4:31,Red Hot Chili Peppers,Stadium Arcadium,Alternative
If,2:53,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Make You Feel Better,3:52,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Animal Bar,5:25,Red Hot Chili Peppers,Stadium Arcadium,Alternative
So Much I,3:45,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Storm In a Teacup,3:45,Red Hot Chili Peppers,Stadium Arcadium,Alternative
We Believe,3:36,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Turn It Again,6:06,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Death of a Martian,4:25,Red Hot Chili Peppers,Stadium Arcadium,Alternative
Beer,3:31,Reel Big Fish,Reel Big Fish: Greatest Hit and More,Alternative
Collapse (Post-Amerika),3:19,Rise Against,Appeal to Reason,Rock
Long Forgotten Sons,4:02,Rise Against,Appeal to Reason,Rock
Re-Education (Through Labor),3:42,Rise Against,Appeal to Reason,Rock
The Dirt Whispered,3:09,Rise Against,Appeal to Reason,Rock
Kotov Syndrome,3:05,Rise Against,Appeal to Reason,Rock
From Heads Unworthy,3:42,Rise Against,Appeal to Reason,Rock
The Strength To Go On,3:27,Rise Against,Appeal to Reason,Rock
Audience of One,4:05,Rise Against,Appeal to Reason,Rock
Entertainment,3:35,Rise Against,Appeal to Reason,Rock
Hero of War,4:13,Rise Against,Appeal to Reason,Rock
Savior,4:02,Rise Against,Appeal to Reason,Rock
Hairline Fracture,4:03,Rise Against,Appeal to Reason,Rock
Whereabouts Unknown,4:02,Rise Against,Appeal to Reason,Rock
The Great Die-Off,3:40,Rise Against,The Black Market,Alternative
I Don’t Want To Be Here Anymore,4:00,Rise Against,The Black Market,Alternative
Tragedy + Time,4:17,Rise Against,The Black Market,Alternative
The Black Market,4:16,Rise Against,The Black Market,Alternative
The Eco-Terrorist in Me,2:45,Rise Against,The Black Market,Alternative
Sudden Life,4:08,Rise Against,The Black Market,Alternative
A Beautiful Indifference,3:25,Rise Against,The Black Market,Alternative
Methadone,3:49,Rise Against,The Black Market,Alternative
Zero Visibility,4:38,Rise Against,The Black Market,Alternative
Awake Too Long,3:12,Rise Against,The Black Market,Alternative
People Live Here,4:09,Rise Against,The Black Market,Alternative
Bridges,4:07,Rise Against,The Black Market,Alternative
Architects,3:43,Rise Against,Endgame,Rock
Help Is On the Way,3:57,Rise Against,Endgame,Rock
Make It Stop (September's Children),3:55,Rise Against,Endgame,Rock
Disparity By Design,3:49,Rise Against,Endgame,Rock
Satellite,3:59,Rise Against,Endgame,Rock
Midnight Hands,4:18,Rise Against,Endgame,Rock
Survivor Guilt,4:00,Rise Against,Endgame,Rock
Broken Mirrors,3:55,Rise Against,Endgame,Rock
Wait For Me,3:40,Rise Against,Endgame,Rock
A Gentlemen's Coup,3:46,Rise Against,Endgame,Rock
This Is Letting Go,3:41,Rise Against,Endgame,Rock
Endgame,3:24,Rise Against,Endgame,Rock
Lanterns,3:52,Rise Against,Long Forgotten Songs: B-Sides & Covers 2000-2013,Rock
State of the Union,2:19,Rise Against,Siren Song of the Counter Culture (Deluxe),Rock
The First Drop,2:39,Rise Against,Siren Song of the Counter Culture (Deluxe),Rock
Life Less Frightening,3:44,Rise Against,Siren Song of the Counter Culture (Deluxe),Rock
Paper Wings,3:44,Rise Against,Siren Song of the Counter Culture (Deluxe),Rock
Blood To Bleed,3:49,Rise Against,Siren Song of the Counter Culture (Deluxe),Rock
To Them These Streets Belong,2:50,Rise Against,Siren Song of the Counter Culture (Deluxe),Rock
Tip the Scales,3:49,Rise Against,Siren Song of the Counter Culture (Deluxe),Rock
Anywhere But Here,3:38,Rise Against,Siren Song of the Counter Culture (Deluxe),Rock
Give It All,2:51,Rise Against,Siren Song of the Counter Culture (Deluxe),Rock
Dancing For Rain,4:02,Rise Against,Siren Song of the Counter Culture (Deluxe),Rock
Swing Life Away,3:20,Rise Against,Siren Song of the Counter Culture (Deluxe),Rock
Rumors of My Demise Have Been Greatly Exaggerated,4:15,Rise Against,Siren Song of the Counter Culture (Deluxe),Rock
Intro/Chamber the Cartridge,3:35,Rise Against,The Sufferer & the Witness,Rock
Injection,3:19,Rise Against,The Sufferer & the Witness,Rock
Ready To Fall,3:48,Rise Against,The Sufferer & the Witness,Rock
Bricks,1:31,Rise Against,The Sufferer & the Witness,Rock
Under the Knife,2:45,Rise Against,The Sufferer & the Witness,Rock
Prayer of the Refugee,3:19,Rise Against,The Sufferer & the Witness,Rock
Drones,3:02,Rise Against,The Sufferer & the Witness,Rock
The Approaching Curve,3:45,Rise Against,The Sufferer & the Witness,Rock
Worth Dying For,3:20,Rise Against,The Sufferer & the Witness,Rock
Behind Closed Doors,3:15,Rise Against,The Sufferer & the Witness,Rock
Roadside,3:21,Rise Against,The Sufferer & the Witness,Rock
The Good Left Undone,3:01,Rise Against,The Sufferer & the Witness,Rock
Survive,3:42,Rise Against,The Sufferer & the Witness,Rock
Wolves,3:38,Rise Against,Wolves,Rock
House On Fire,3:15,Rise Against,Wolves,Rock
The Violence,3:49,Rise Against,Wolves,Rock
Welcome To the Breakdown,3:03,Rise Against,Wolves,Rock
Far From Perfect,3:33,Rise Against,Wolves,Rock
B******t,4:12,Rise Against,Wolves,Rock
Politics of Love,4:09,Rise Against,Wolves,Rock
Parts Per Million,3:41,Rise Against,Wolves,Rock
Mourning In Amerika,3:20,Rise Against,Wolves,Rock
How Many Walls,3:51,Rise Against,Wolves,Rock
Miracle,3:40,Rise Against,Wolves,Rock
Paint It Black,3:22,The Rolling Stones,Aftermath,Rock
Gimme Shelter (Mono),4:31,The Rolling Stones,The Rolling Stones In Mono (Remastered),Rock
Beast of Burden,4:25,The Rolling Stones,Some Girls,Rock
Sympathy for the Devil,6:17,The Rolling Stones,Sympathy for the Devil (Remix),Rock
Writer's Block (feat. Eminem),4:34,"Royce da 5'9""",Success is Certain,Hip-Hop
YYZ,4:26,Rush,Moving Pictures (Remastered),Rock
Smooth (feat. Rob Thomas),4:55,Santana,Supernatural (Remastered),Rock
Closing Time,4:33,Semisonic,Feeling Strangely Fine (20th Anniversary Edition),Rock
Tie Her Down,3:09,Senses Fail,Let It Enfold You,Alternative
Lady in a Blue Dress,3:18,Senses Fail,Let It Enfold You,Alternative
You're Cute When You Scream,2:26,Senses Fail,Let It Enfold You,Alternative
Buried a Lie,3:00,Senses Fail,Let It Enfold You,Alternative
Bite to Break Skin,3:31,Senses Fail,Let It Enfold You,Alternative
"Rum Is for Drinking, Not for Burning",2:43,Senses Fail,Let It Enfold You,Alternative
Slow Dance,3:06,Senses Fail,Let It Enfold You,Alternative
Choke on This,3:22,Senses Fail,Let It Enfold You,Alternative
NJ Falls into the Atlantic,3:49,Senses Fail,Let It Enfold You,Alternative
Let It Enfold You,5:04,Senses Fail,Let It Enfold You,Alternative
Irony of Dying on Your Birthday,3:00,Senses Fail,Let It Enfold You,Alternative
Angela Baker and My Obession with Fire,4:04,Senses Fail,Let It Enfold You,Alternative
Martini Kiss,3:52,Senses Fail,Let It Enfold You,Alternative
Fireworks at Dawn,2:10,Senses Fail,Life Is Not a Waiting Room,Alternative
Lungs Like Gallows,3:21,Senses Fail,Life Is Not a Waiting Room,Alternative
Garden State,3:39,Senses Fail,Life Is Not a Waiting Room,Alternative
Family Tradition,3:34,Senses Fail,Life Is Not a Waiting Room,Alternative
Wolves at the Door,3:28,Senses Fail,Life Is Not a Waiting Room,Alternative
Hair of the Dog,3:50,Senses Fail,Life Is Not a Waiting Room,Alternative
Four Years,4:15,Senses Fail,Life Is Not a Waiting Room,Alternative
Ali for Cody,4:02,Senses Fail,Life Is Not a Waiting Room,Alternative
Yellow Angels,3:42,Senses Fail,Life Is Not a Waiting Room,Alternative
Chandelier,3:41,Senses Fail,Life Is Not a Waiting Room,Alternative
Map the Streets,3:27,Senses Fail,Life Is Not a Waiting Room,Alternative
Blackout,4:55,Senses Fail,Life Is Not a Waiting Room,Alternative
The Rapture,1:58,Senses Fail,Still Searching,Alternative
Bonecrusher,2:34,Senses Fail,Still Searching,Alternative
Sick or Sane (Fifty for a Twenty),2:46,Senses Fail,Still Searching,Alternative
Can't Be Saved,3:08,Senses Fail,Still Searching,Alternative
Calling All Cars,3:24,Senses Fail,Still Searching,Alternative
Shark Attack,2:54,Senses Fail,Still Searching,Alternative
Still Searching,4:18,Senses Fail,Still Searching,Alternative
To All the Crowded Rooms,3:05,Senses Fail,Still Searching,Alternative
Lost and Found,3:50,Senses Fail,Still Searching,Alternative
Every Day Is a Struggle,3:04,Senses Fail,Still Searching,Alternative
All the Best Cowboys Have Daddy Issues,4:06,Senses Fail,Still Searching,Alternative
Negative Space,1:22,Senses Fail,Still Searching,Alternative
The Priest and the Matador,4:22,Senses Fail,Still Searching,Alternative
Battle Hymn,3:43,Senses Fail,Still Searching,Alternative
Champagne,3:24,Senses Fail,Still Searching,Alternative
Stretch Your Legs to Coffin Length,3:03,Senses Fail,Still Searching,Alternative
Mason's Revenge,4:26,Senses Fail,Still Searching,Alternative
Cinco de Mayo,2:58,Senses Fail,Still Searching,Alternative
Salvation,2:19,Senses Fail,Still Searching,Alternative
Second Chance,3:42,Shinedown,The Sound of Madness,Hard Rock
Panic Switch,5:44,Silversun Pickups,Swoon,Alternative
Hero,3:07,Skillet,Awake,Hard Rock
Monster,2:58,Skillet,Awake,Hard Rock
Awake and Alive,3:32,Skillet,Awake,Hard Rock
Sick of It,3:10,Skillet,Rise,Hard Rock
Psychopath Killer (feat. Eminem),5:20,Slaughterhouse & Yelawolf,SHADYXV,Hip-Hop/Rap
Closer to the Sun,2:26,Slightly Stoopid,Closer to the Sun,Alternative
Sulfur,4:38,Slipknot,All Hope Is Gone,Metal
Psychosocial,4:44,Slipknot,All Hope Is Gone,Metal
Dead Memories,4:29,Slipknot,All Hope Is Gone,Metal
Snuff,4:36,Slipknot,All Hope Is Gone,Metal
Wait and Bleed,2:28,Slipknot,Slipknot,Metal
Duality,4:13,Slipknot,Vol. 3 The Subliminal Verses,Metal
Vermilion,5:17,Slipknot,Vol. 3 The Subliminal Verses,Metal
Before I Forget,4:39,Slipknot,Vol. 3 The Subliminal Verses,Metal
"Vermilion, Pt. 2 (Bloodstone Mix)",3:44,Slipknot,Vol. 3 The Subliminal Verses,Metal
Unsainted,4:21,Slipknot,We Are Not Your Kind,Metal
Birth of the Cruel,4:36,Slipknot,We Are Not Your Kind,Metal
Nero Forte,5:15,Slipknot,We Are Not Your Kind,Metal
Solway Firth,5:56,Slipknot,We Are Not Your Kind,Metal
The Devil In I,5:43,Slipknot,.5: The Gray Chapter,Metal
Killpop,3:45,Slipknot,.5: The Gray Chapter,Metal
Mellon Collie and the Infinite Sadness,2:52,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
"Tonight, Tonight",4:15,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Jellybelly,3:02,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Zero,2:40,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Here Is No Why,3:45,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Bullet With Butterfly Wings,4:18,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
To Forgive,4:17,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
An Ode to No One,4:52,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Love,4:23,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Cupid de Locke,2:50,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Galapogos,4:46,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Muzzle,3:44,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Porcelina of the Vast Oceans,9:22,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Take Me Down,2:52,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Where Boys Fear to Tread,4:23,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Bodies,4:12,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Thirty-Three,4:10,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
In the Arms of Sleep,4:13,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
1979,4:26,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Tales of a Scorched Earth,3:46,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Thru the Eyes of Ruby,7:38,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Stumbleine,2:54,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
X.Y.U.,7:07,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
We Only Come Out At Night,4:05,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Beautiful,4:18,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Lily (My One and Only),3:32,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
By Starlight,4:48,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Farewell and Goodnight,4:22,Smashing Pumpkins,Mellon Collie and the Infinite Sadness (Remastered),Hard Rock
Landslide (Remastered),3:11,Smashing Pumpkins,Pisces Iscariot (Remastered),Hard Rock
Cherub Rock,4:57,Smashing Pumpkins,Siamese Dream,Hard Rock
Quiet,3:43,Smashing Pumpkins,Siamese Dream,Hard Rock
Today,3:21,Smashing Pumpkins,Siamese Dream,Hard Rock
Hummer,6:56,Smashing Pumpkins,Siamese Dream,Hard Rock
Rocket,4:06,Smashing Pumpkins,Siamese Dream,Hard Rock
Disarm,3:17,Smashing Pumpkins,Siamese Dream,Hard Rock
Soma,6:38,Smashing Pumpkins,Siamese Dream,Hard Rock
Geek U.S.A.,5:13,Smashing Pumpkins,Siamese Dream,Hard Rock
Mayonaise,5:49,Smashing Pumpkins,Siamese Dream,Hard Rock
Spaceboy,4:27,Smashing Pumpkins,Siamese Dream,Hard Rock
Silverfuck,8:43,Smashing Pumpkins,Siamese Dream,Hard Rock
Sweet Sweet,1:39,Smashing Pumpkins,Siamese Dream,Hard Rock
Luna,3:20,Smashing Pumpkins,Siamese Dream,Hard Rock
Rock'n Me,3:07,Steve Miller Band,Greatest Hits 1974-78,Rock
The Joker,3:38,Steve Miller Band,Greatest Hits 1974-78,Rock
Fly Like an Eagle,3:05,Steve Miller Band,Greatest Hits 1974-78,Rock
Little Wing,6:48,Stevie Ray Vaughan & Double Trouble,The Essential Stevie Ray Vaughan and Double Trouble,Blues-Rock
Creep (Remastered),5:34,Stone Temple Pilots,Core (Super Deluxe Edition),Rock
Vasoline,2:55,Stone Temple Pilots,Thank You,Pop
Down,3:49,Stone Temple Pilots,Thank You,Pop
Wicked Garden,4:05,Stone Temple Pilots,Thank You,Pop
Big Empty,4:54,Stone Temple Pilots,Thank You,Pop
Plush,5:10,Stone Temple Pilots,Thank You,Pop
Big Bang Baby,3:23,Stone Temple Pilots,Thank You,Rock
Creep,5:33,Stone Temple Pilots,Thank You,Pop
Lady Picture Show,4:06,Stone Temple Pilots,Thank You,Rock
Trippin' On a Hole in a Paper Heart,2:56,Stone Temple Pilots,Thank You,Rock
Interstate Love Song,3:14,Stone Temple Pilots,Thank You,Pop
All in the Suit That You Wear (Album Version),3:40,Stone Temple Pilots,Thank You,Rock
Sex Type Thing,3:38,Stone Temple Pilots,Thank You,Pop
Days of the Week,2:35,Stone Temple Pilots,Thank You,Rock
Sour Girl,4:16,Stone Temple Pilots,Thank You,Pop
Plush (Acoustic),3:50,Stone Temple Pilots,Thank You,Rock
Machu Picchu,3:30,The Strokes,Angles,Alternative
Under Cover of Darkness,3:56,The Strokes,Angles,Alternative
You Only Live Once,3:09,The Strokes,First Impressions of Earth,Indie Rock
Oblivius,4:59,The Strokes,Future Present Past - EP,Rock
Someday,3:03,The Strokes,Is This It,Alternative
Last Nite,3:13,The Strokes,Is This It,Alternative
Reptilia,3:40,The Strokes,Room On Fire,Alternative
Garden Grove,4:21,Sublime,Sublime,Alternative
What I Got,2:51,Sublime,Sublime,Alternative
Wrong Way,2:16,Sublime,Sublime,Alternative
Same In the End,2:36,Sublime,Sublime,Alternative
"April 29, 1992 (Miami)",3:53,Sublime,Sublime,Alternative
Santeria,3:03,Sublime,Sublime,Alternative
Seed,2:10,Sublime,Sublime,Alternative
Jailhouse,4:53,Sublime,Sublime,Alternative
Pawn Shop,6:06,Sublime,Sublime,Alternative
Paddle Out,1:15,Sublime,Sublime,Alternative
The Ballad of Johnny Butt,2:11,Sublime,Sublime,Alternative
Burritos,3:55,Sublime,Sublime,Alternative
Under My Voodoo,3:25,Sublime,Sublime,Alternative
Get Ready,4:50,Sublime,Sublime,Alternative
Caress Me Down,3:32,Sublime,Sublime,Alternative
What I Got (Reprise),3:02,Sublime,Sublime,Alternative
Doin' Time,4:14,Sublime,Sublime,Alternative
Waiting for My Ruca,2:20,Sublime,40oz. to Freedom,Alternative
40oz. to Freedom,3:03,Sublime,40oz. to Freedom,Alternative
Smoke Two Joints,2:53,Sublime,40oz. to Freedom,Alternative
We're Only Gonna Die for Our Arrogance,3:07,Sublime,40oz. to Freedom,Alternative
Don't Push,4:19,Sublime,40oz. to Freedom,Alternative
5446 Thats My Number / Ball and Chain,5:18,Sublime,40oz. to Freedom,Alternative
Badfish,3:05,Sublime,40oz. to Freedom,Alternative
Let's Go Get Stoned,3:32,Sublime,40oz. to Freedom,Alternative
New Thrash,1:30,Sublime,40oz. to Freedom,Alternative
Scarlet Begonias,3:31,Sublime,40oz. to Freedom,Alternative
Live at E's,3:09,Sublime,40oz. to Freedom,Alternative
D.J.'s,3:18,Sublime,40oz. to Freedom,Alternative
Chica Me Tipo,2:16,Sublime,40oz. to Freedom,Alternative
Right Back,2:49,Sublime,40oz. to Freedom,Alternative
What Happened,3:28,Sublime,40oz. to Freedom,Alternative
New Song,3:14,Sublime,40oz. to Freedom,Alternative
Ebin,3:32,Sublime,40oz. to Freedom,Alternative
Date Rape,3:38,Sublime,40oz. to Freedom,Alternative
Hope,1:43,Sublime,40oz. to Freedom,Alternative
KRS-One,2:24,Sublime,40oz. to Freedom,Alternative
Rivers of Babylon,2:30,Sublime,40oz. to Freedom,Alternative
Thanx,4:23,Sublime,40oz. to Freedom,Alternative
Hypnotize,3:09,System Of A Down,Hypnotize,Hard Rock
Lonely Day,2:48,System Of A Down,Hypnotize,Hard Rock
B.Y.O.B.,4:15,System Of A Down,Mezmerize,Hard Rock
Sugar,2:34,System Of A Down,System of a Down (Bonus Pack),Hard Rock
Chop Suey!,3:30,System Of A Down,Toxicity,Hard Rock
Toxicity,3:39,System Of A Down,Toxicity,Hard Rock
Aerials,3:55,System Of A Down,Toxicity,Hard Rock
That's All She Wrote (feat. Eminem),5:18,T.I.,No Mercy,Rap
Live Your Life (feat. Rihanna),5:39,T.I.,Paper Trail,Rap
Whatever You Like,4:10,T.I.,Paper Trail,Rap
Dead and Gone (feat. Justin Timberlake),5:00,T.I.,Paper Trail,Rap
The Pledge (Intro),0:43,Tech N9ne,All 6's and 7's,Hip-Hop
Technicians,3:52,Tech N9ne,All 6's and 7's,Hip-Hop
Military (Skit),0:22,Tech N9ne,All 6's and 7's,Hip-Hop
Am I a Psycho,4:04,Tech N9ne,All 6's and 7's,Hip-Hop
He's a Mental Giant,3:54,Tech N9ne,All 6's and 7's,Hip-Hop
Worldwide Choppers,5:26,Tech N9ne,All 6's and 7's,Hip-Hop
We Miss You Man Man (Skit),0:47,Tech N9ne,All 6's and 7's,Hip-Hop
I Love Music,3:47,Tech N9ne,All 6's and 7's,Hip-Hop
Strangeland,3:35,Tech N9ne,All 6's and 7's,Hip-Hop
Call from Richie (Skit),0:35,Tech N9ne,All 6's and 7's,Hip-Hop
The Boogieman,3:51,Tech N9ne,All 6's and 7's,Hip-Hop
Cult Leader,4:47,Tech N9ne,All 6's and 7's,Hip-Hop
Call from KC Poet Camile (Skit),0:59,Tech N9ne,All 6's and 7's,Hip-Hop
F**k Food,4:55,Tech N9ne,All 6's and 7's,Hip-Hop
Overtime,3:01,Tech N9ne,All 6's and 7's,Hip-Hop
Pornographic,3:53,Tech N9ne,All 6's and 7's,Hip-Hop
You Owe Like Pookie,3:29,Tech N9ne,All 6's and 7's,Hip-Hop
Delusional,4:13,Tech N9ne,All 6's and 7's,Hip-Hop
So Lonely,3:54,Tech N9ne,All 6's and 7's,Hip-Hop
If I Could,3:28,Tech N9ne,All 6's and 7's,Hip-Hop
Angry Caller (Skit),0:21,Tech N9ne,All 6's and 7's,Hip-Hop
Love Me Tomorrow,3:44,Tech N9ne,All 6's and 7's,Hip-Hop
Mama Nem,4:23,Tech N9ne,All 6's and 7's,Hip-Hop
Promiseland (feat. Nikkiya Brooks),4:41,Tech N9ne,All 6's and 7's,Hip-Hop
"Fragile (feat. Kendrick Lamar, ¡MAYDAY! & Kendall Morgan)",3:56,Tech N9ne,Something Else,Hip-Hop/Rap
Wither (feat. Corey Taylor),4:44,Tech N9ne,Special Effects,Hip-Hop
Speedom (WWC2) [feat. Eminem & Krizz Kaliko],4:55,Tech N9ne,Special Effects,Hip-Hop
Godspeed,4:08,Tech N9ne,The Storm,Hip-Hop
Need Jesus (feat. Stevie Stone & JL),4:03,Tech N9ne,The Storm,Hip-Hop
Sriracha (feat. Logic & Joyner Lucas),3:47,Tech N9ne,The Storm,Hip-Hop
Wifi (Skit),0:42,Tech N9ne,The Storm,Hip-Hop
Wifi (WeeFee),3:18,Tech N9ne,The Storm,Hip-Hop
Erbody But Me (feat. Bizzy & Krizz Kaliko),3:17,Tech N9ne,The Storm,Hip-Hop
Get Off Me (feat. Problem & Darrein Safron),3:20,Tech N9ne,The Storm,Hip-Hop
I Get It Now (feat. Krizz Kaliko),3:50,Tech N9ne,The Storm,Hip-Hop
Hold On Me (feat. Kate Rose),4:19,Tech N9ne,The Storm,Hip-Hop
Starting To Turn (feat. Jonathan Davis),3:33,Tech N9ne,The Storm,Hip-Hop
Poisoning the Well,3:41,Tech N9ne,The Storm,Hip-Hop
Buss Serves (feat. Big Scoob & Young Devi D),3:55,Tech N9ne,The Storm,Hip-Hop
Buddha (feat. Boyz II Men & Adrian Truth),3:38,Tech N9ne,The Storm,Hip-Hop
No Gun Control (feat. Gary Clark Jr. & Krizz Kaliko),3:45,Tech N9ne,The Storm,Hip-Hop
What If It Was Me (feat. Krizz Kaliko),4:08,Tech N9ne,The Storm,Hip-Hop
Anywhere (feat. Marsha Ambrosius),3:27,Tech N9ne,The Storm,Hip-Hop
The Needle (feat. Krizz Kaliko),4:59,Tech N9ne,The Storm,Hip-Hop
Semi-Charmed Life,4:28,Third Eye Blind,Third Eye Blind,Alternative
Jumper,4:33,Third Eye Blind,Third Eye Blind,Alternative
How's It Going to Be,4:13,Third Eye Blind,Third Eye Blind,Alternative
The Kill (Bury Me),3:52,Thirty Seconds to Mars,A Beautiful Lie,Rock
This Is War,5:27,Thirty Seconds to Mars,This Is War,Alternative
Outro,0:26,Thomas Chong,2001,Hip-Hop/Rap
Human Race,4:10,Three Days Grace,Human,Rock
Painkiller,2:59,Three Days Grace,Human,Rock
Fallen Angel,3:06,Three Days Grace,Human,Hard Rock
Landmine,3:26,Three Days Grace,Human,Hard Rock
Tell Me Why,3:31,Three Days Grace,Human,Hard Rock
